Crop,Season,Area,Fertilizer,Temperature,rainfall,yeild
sugarcane,whole year,143.0,15.0,27.0,66.0,10.0
bajra,kharif,3119.0,306.0,17.0,54.0,14.86
barley,kharif,235.0,23.0,26.0,54.0,3.19
gram,rabi,50.0,4.0,22.0,54.0,1.6
jowar,kharif,8625.0,846.0,20.0,54.0,9.48
maize,kharif,55.0,5.0,38.0,54.0,16.36
rice,kharif,6053.0,594.0,23.0,54.0,18.87
barley,kharif,34.0,3.0,20.0,98.0,2.65
barley,rabi,8730.0,857.0,31.0,98.0,4.91
dry chillies,whole year,1000.0,98.0,38.0,98.0,10.2
garlic,whole year,201.0,19.0,31.0,98.0,8.21
ginger,kharif,40.0,3.0,26.0,98.0,12.0
gram,rabi,398.0,39.0,27.0,98.0,2.69
groundnut,kharif,12.0,1.0,32.0,98.0,5.0
linseed,rabi,361.0,35.0,18.0,98.0,2.6
onion,whole year,365.0,35.0,29.0,98.0,22.05
sannhamp,whole year,275.0,26.0,26.0,98.0,4.95
sesamum,kharif,6591.0,647.0,18.0,98.0,4.21
sugarcane,whole year,126.0,12.0,22.0,98.0,33.1
tobacco,whole year,99.0,9.0,15.0,98.0,1.21
turmeric,whole year,11.0,1.0,25.0,98.0,10.0
bajra,kharif,2632.0,268.0,35.0,61.0,19.53
barley,kharif,122.0,12.0,17.0,61.0,4.92
gram,rabi,51.0,5.0,38.0,61.0,1.57
jowar,kharif,8627.0,881.0,38.0,61.0,9.44
maize,kharif,53.0,5.0,37.0,61.0,17.92
rice,kharif,6405.0,654.0,24.0,61.0,18.83
barley,kharif,27.0,2.0,16.0,95.0,2.59
cotton lint,kharif,69.0,7.0,27.0,95.0,4.93
gram,rabi,178.0,18.0,38.0,95.0,5.73
groundnut,kharif,12.0,1.0,32.0,95.0,5.0
horse-gram,kharif,1944.0,198.0,39.0,95.0,3.09
linseed,rabi,436.0,44.0,17.0,95.0,6.24
masoor,rabi,51.0,5.0,20.0,95.0,4.71
moong green gram,kharif,2406.0,245.0,31.0,95.0,4.45
onion,whole year,518.0,52.0,22.0,95.0,22.37
peas and beans  pulses,rabi,538.0,54.0,20.0,95.0,8.22
sannhamp,whole year,271.0,27.0,27.0,95.0,4.94
sesamum,kharif,6249.0,638.0,39.0,95.0,4.71
sugarcane,whole year,132.0,13.0,37.0,95.0,33.03
tobacco,whole year,37.0,3.0,37.0,95.0,3.51
bajra,kharif,1552.0,146.0,20.0,59.0,18.07
barley,kharif,85.0,8.0,32.0,59.0,4.82
gram,rabi,73.0,6.0,36.0,59.0,2.19
jowar,kharif,9273.0,877.0,30.0,59.0,4.33
maize,kharif,94.0,8.0,20.0,59.0,24.26
rice,kharif,6096.0,577.0,19.0,59.0,21.17
cotton lint,kharif,44.0,4.0,35.0,93.0,5.0
gram,rabi,228.0,21.0,18.0,93.0,5.88
groundnut,kharif,49.0,4.0,36.0,93.0,5.31
jowar,kharif,129.0,12.0,34.0,93.0,2.48
linseed,rabi,250.0,23.0,22.0,93.0,6.4
masoor,rabi,193.0,18.0,28.0,93.0,4.77
moong green gram,kharif,2650.0,250.0,32.0,93.0,4.66
moth,kharif,3481.0,329.0,37.0,93.0,5.94
onion,whole year,495.0,46.0,36.0,93.0,22.36
peas and beans  pulses,rabi,805.0,76.0,22.0,93.0,7.68
sesamum,kharif,6416.0,607.0,34.0,93.0,4.24
small millets,kharif,470.0,44.0,35.0,93.0,1.91
sugarcane,whole year,117.0,11.0,17.0,93.0,40.6
tobacco,whole year,18.0,1.0,26.0,93.0,2.78
bajra,kharif,207.0,19.0,19.0,143.0,19.18
black pepper,whole year,12.0,1.0,26.0,143.0,6.67
cashewnut,whole year,184.0,17.0,25.0,143.0,7.61
cotton lint,kharif,314.0,29.0,17.0,143.0,52.07
dry chillies,whole year,14.0,1.0,22.0,143.0,25.71
moong green gram,rabi,1017.0,96.0,33.0,143.0,1.98
ragi,kharif,114.0,10.0,23.0,143.0,22.02
urad,rabi,812.0,76.0,17.0,143.0,4.06
cotton lint,kharif,4987.0,472.0,37.0,66.0,6.85
moth,kharif,258.0,24.0,25.0,66.0,4.11
ragi,rabi,590.0,55.0,25.0,66.0,14.64
rice,summer,4292.0,406.0,20.0,66.0,21.93
sannhamp,whole year,4001.0,378.0,38.0,66.0,3.15
soyabean,kharif,4735.0,448.0,34.0,66.0,1.62
sunflower,kharif,7230.0,684.0,30.0,66.0,14.36
turmeric,whole year,1116.0,105.0,21.0,66.0,18.16
bajra,kharif,312.0,30.0,21.0,111.0,5.54
gram,rabi,286.0,28.0,29.0,143.0,6.05
linseed,rabi,200.0,19.0,18.0,143.0,5.6
masoor,rabi,174.0,17.0,34.0,143.0,4.66
moong green gram,kharif,1810.0,179.0,18.0,143.0,4.88
onion,whole year,631.0,62.0,38.0,143.0,18.0
peas and beans  pulses,kharif,184.0,18.0,32.0,143.0,5.98
peas and beans  pulses,rabi,1202.0,118.0,29.0,143.0,9.02
sannhamp,whole year,123.0,12.0,30.0,143.0,4.8
sesamum,kharif,5744.0,568.0,34.0,143.0,4.7
small millets,kharif,3831.0,379.0,27.0,143.0,3.63
sugarcane,whole year,154.0,15.0,32.0,143.0,36.82
bajra,kharif,281.0,30.0,27.0,93.0,5.34
gram,rabi,270.0,29.0,21.0,103.0,6.0
jowar,kharif,5977.0,647.0,17.0,103.0,6.0
moong green gram,kharif,1944.0,210.0,34.0,103.0,4.86
peas and beans  pulses,rabi,932.0,100.0,24.0,103.0,7.55
bajra,kharif,3155.0,341.0,37.0,129.0,5.1
castor seed,rabi,6956.0,753.0,34.0,129.0,5.05
groundnut,winter,3187.0,345.0,37.0,129.0,11.05
horse-gram,summer,240.0,26.0,34.0,129.0,2.58
maize,summer,2071.0,224.0,29.0,129.0,20.41
maize,winter,1575.0,170.0,32.0,129.0,19.73
ragi,summer,261.0,28.0,16.0,129.0,8.16
safflower,rabi,1804.0,195.0,22.0,129.0,6.05
sesamum,autumn,4001.0,433.0,24.0,129.0,2.44
sesamum,summer,8284.0,897.0,25.0,129.0,2.64
sunflower,rabi,7578.0,821.0,38.0,129.0,7.71
tobacco,whole year,4760.0,515.0,30.0,129.0,6.82
urad,summer,4605.0,498.0,32.0,129.0,4.1
wheat,summer,4054.0,439.0,19.0,129.0,13.11
cotton lint,kharif,5612.0,608.0,26.0,70.0,1.68
guar seed,whole year,2461.0,266.0,24.0,70.0,8.47
maize,rabi,4156.0,450.0,38.0,70.0,46.35
sannhamp,kharif,3254.0,352.0,18.0,70.0,2.77
soyabean,kharif,9306.0,1008.0,39.0,70.0,4.13
turmeric,rabi,1594.0,172.0,20.0,70.0,17.38
barley,kharif,37.0,4.0,35.0,172.0,2.7
cotton lint,kharif,35.0,4.0,37.0,172.0,5.14
dry chillies,kharif,996.0,119.0,29.0,172.0,10.1
ginger,kharif,38.0,4.0,38.0,172.0,11.84
gram,rabi,514.0,61.0,16.0,172.0,5.23
groundnut,kharif,34.0,4.0,27.0,172.0,5.0
jowar,kharif,1419.0,170.0,29.0,172.0,3.1
moong green gram,kharif,1782.0,213.0,28.0,172.0,4.77
onion,kharif,94.0,11.0,31.0,172.0,8.72
peas and beans  pulses,kharif,81.0,9.0,24.0,172.0,4.57
rapeseed andmustard,kharif,3223.0,386.0,29.0,172.0,4.0
sannhamp,kharif,225.0,26.0,39.0,172.0,5.69
sesamum,kharif,2623.0,314.0,29.0,172.0,4.49
sugarcane,kharif,191.0,22.0,18.0,172.0,39.42
turmeric,kharif,12.0,1.0,23.0,172.0,10.0
wheat,kharif,436.0,52.0,30.0,172.0,1.38
wheat,rabi,436.0,52.0,19.0,172.0,1.38
coriander,whole year,5591.0,670.0,35.0,75.0,5.72
cotton lint,kharif,4366.0,523.0,23.0,75.0,2.04
guar seed,whole year,2327.0,279.0,15.0,75.0,8.1
sannhamp,kharif,4224.0,506.0,21.0,75.0,3.45
soyabean,kharif,3852.0,461.0,22.0,75.0,7.83
turmeric,rabi,979.0,117.0,16.0,75.0,44.58
barley,kharif,19.0,2.0,26.0,178.0,5.79
cotton lint,kharif,42.0,5.0,17.0,178.0,5.24
cowpea lobia,kharif,1432.0,182.0,18.0,178.0,3.09
cowpea lobia,rabi,137.0,17.0,22.0,178.0,6.79
dry chillies,kharif,560.0,71.0,25.0,178.0,10.3
garlic,kharif,31.0,3.0,40.0,178.0,11.61
garlic,rabi,524.0,66.0,15.0,178.0,8.63
groundnut,kharif,39.0,4.0,27.0,178.0,5.13
horse-gram,kharif,2306.0,294.0,19.0,178.0,2.93
linseed,rabi,241.0,30.0,38.0,178.0,5.68
masoor,rabi,129.0,16.0,16.0,178.0,4.34
moong green gram,kharif,1559.0,199.0,24.0,178.0,4.87
moth,kharif,2396.0,305.0,27.0,178.0,6.17
moth,rabi,779.0,99.0,30.0,178.0,5.52
onion,rabi,372.0,47.0,17.0,178.0,24.38
peas and beans  pulses,kharif,288.0,36.0,40.0,178.0,5.45
peas and beans  pulses,rabi,821.0,104.0,23.0,178.0,9.29
sannhamp,kharif,335.0,42.0,38.0,178.0,5.01
sesamum,kharif,5412.0,691.0,34.0,178.0,4.25
sugarcane,kharif,159.0,20.0,16.0,178.0,48.87
tobacco,kharif,20.0,2.0,28.0,178.0,3.5
bajra,kharif,1586.0,211.0,37.0,67.0,19.0
barley,kharif,75.0,10.0,25.0,67.0,26.13
gram,rabi,47.0,6.0,28.0,67.0,14.47
jowar,kharif,8837.0,1178.0,34.0,67.0,9.35
maize,kharif,69.0,9.0,26.0,67.0,18.26
rice,kharif,7419.0,989.0,25.0,67.0,28.23
barley,kharif,560.0,74.0,16.0,104.0,2.62
coriander,rabi,9.0,1.0,15.0,104.0,1.11
cotton lint,kharif,64.0,8.0,21.0,104.0,5.16
dry chillies,kharif,674.0,89.0,34.0,104.0,10.0
garlic,kharif,103.0,13.0,27.0,104.0,7.57
garlic,rabi,524.0,69.0,36.0,104.0,8.63
ginger,kharif,75.0,10.0,39.0,104.0,11.87
linseed,rabi,241.0,32.0,23.0,104.0,5.68
masoor,rabi,129.0,17.0,18.0,104.0,4.34
moong green gram,kharif,864.0,115.0,19.0,104.0,4.87
onion,kharif,131.0,17.0,23.0,104.0,8.7
onion,rabi,372.0,49.0,26.0,104.0,24.35
peas and beans  pulses,kharif,278.0,37.0,27.0,104.0,5.68
peas and beans  pulses,rabi,821.0,109.0,19.0,104.0,9.31
sannhamp,kharif,391.0,52.0,19.0,104.0,5.37
sesamum,kharif,6199.0,826.0,27.0,104.0,4.27
sugarcane,kharif,69.0,9.0,35.0,104.0,32.03
turmeric,kharif,22.0,2.0,37.0,104.0,10.0
wheat,kharif,20.0,2.0,27.0,104.0,1.0
bajra,kharif,1549.0,221.0,24.0,61.0,19.0
barley,kharif,72.0,10.0,27.0,61.0,28.06
gram,rabi,48.0,6.0,28.0,61.0,14.58
jowar,kharif,8238.0,1178.0,26.0,61.0,9.65
maize,kharif,54.0,7.0,35.0,61.0,18.33
rice,kharif,7039.0,1006.0,31.0,61.0,28.23
bajra,kharif,1586.0,247.0,16.0,52.0,18.78
barley,kharif,76.0,11.0,23.0,52.0,28.16
gram,rabi,76.0,11.0,35.0,52.0,8.82
jowar,kharif,3280.0,511.0,37.0,52.0,9.66
rice,kharif,6821.0,1062.0,33.0,52.0,27.87
barley,kharif,153.0,23.0,29.0,75.0,2.61
cotton lint,kharif,17.0,2.0,26.0,75.0,5.29
dry chillies,kharif,603.0,93.0,38.0,75.0,10.18
garlic,kharif,114.0,17.0,32.0,75.0,7.54
garlic,rabi,488.0,76.0,31.0,75.0,8.42
ginger,kharif,37.0,5.0,19.0,75.0,13.51
horse-gram,kharif,1773.0,276.0,35.0,75.0,2.9
linseed,rabi,135.0,21.0,24.0,75.0,5.78
masoor,kharif,1001.0,155.0,35.0,75.0,5.53
masoor,rabi,144.0,22.0,31.0,75.0,5.56
moong green gram,kharif,890.0,138.0,19.0,75.0,4.61
moth,kharif,2806.0,437.0,20.0,75.0,5.73
onion,kharif,249.0,38.0,34.0,75.0,8.59
onion,rabi,470.0,73.0,29.0,75.0,24.36
peas and beans  pulses,kharif,251.0,39.0,20.0,75.0,5.62
peas and beans  pulses,rabi,908.0,141.0,39.0,75.0,10.95
sannhamp,kharif,148.0,23.0,24.0,75.0,5.47
sesamum,kharif,4624.0,720.0,38.0,75.0,4.39
tobacco,kharif,11.0,1.0,29.0,75.0,3.64
turmeric,kharif,11.0,1.0,24.0,75.0,10.0
bajra,kharif,1531.0,254.0,37.0,98.0,18.79
barley,kharif,70.0,11.0,25.0,98.0,28.14
jowar,kharif,3341.0,554.0,22.0,98.0,9.66
rice,kharif,6848.0,1137.0,35.0,98.0,27.87
bajra,kharif,1439.0,241.0,29.0,64.0,18.69
barley,kharif,66.0,11.0,37.0,64.0,29.55
jowar,kharif,3140.0,526.0,28.0,64.0,9.66
rice,kharif,7248.0,1214.0,21.0,64.0,27.87
barley,kharif,29.0,4.0,32.0,88.0,3.79
barley,rabi,7162.0,1199.0,31.0,88.0,5.74
cotton lint,kharif,13.0,2.0,15.0,88.0,5.38
cowpea lobia,kharif,32.0,5.0,35.0,88.0,5.0
dry chillies,kharif,564.0,94.0,20.0,88.0,9.66
garlic,kharif,18.0,3.0,19.0,88.0,7.78
garlic,rabi,693.0,116.0,21.0,88.0,8.53
ginger,kharif,32.0,5.0,32.0,88.0,13.44
gram,rabi,103.0,17.0,36.0,88.0,5.53
horse-gram,kharif,957.0,160.0,21.0,88.0,2.95
linseed,kharif,8.0,1.0,18.0,88.0,6.25
linseed,rabi,196.0,32.0,39.0,88.0,6.48
masoor,kharif,686.0,114.0,27.0,88.0,5.52
masoor,rabi,234.0,39.0,18.0,88.0,5.56
moong green gram,kharif,1498.0,250.0,34.0,88.0,5.83
moth,kharif,2795.0,468.0,21.0,88.0,5.78
onion,kharif,144.0,24.0,36.0,88.0,8.89
onion,rabi,430.0,72.0,24.0,88.0,24.09
peas and beans  pulses,rabi,894.0,149.0,33.0,88.0,10.06
sannhamp,kharif,86.0,14.0,25.0,88.0,7.09
sesamum,kharif,4346.0,728.0,25.0,88.0,4.41
small millets,kharif,3929.0,658.0,30.0,88.0,4.45
sugarcane,kharif,19.0,3.0,38.0,88.0,15.26
turmeric,kharif,13.0,2.0,37.0,88.0,10.0
bajra,kharif,1519.0,229.0,31.0,45.0,25.12
barley,kharif,65.0,9.0,27.0,45.0,28.15
gram,rabi,44.0,6.0,23.0,45.0,14.09
jowar,kharif,3319.0,500.0,15.0,45.0,9.06
rice,kharif,6068.0,915.0,35.0,45.0,32.58
barley,kharif,36.0,5.0,40.0,111.0,3.33
dry chillies,kharif,706.0,106.0,20.0,111.0,9.67
garlic,rabi,653.0,98.0,23.0,111.0,8.68
ginger,kharif,26.0,3.0,25.0,111.0,13.46
gram,rabi,166.0,25.0,23.0,111.0,5.54
horse-gram,kharif,1165.0,175.0,20.0,111.0,3.11
linseed,rabi,165.0,24.0,27.0,111.0,5.82
masoor,kharif,344.0,51.0,18.0,111.0,6.02
masoor,rabi,141.0,21.0,26.0,111.0,5.6
moong green gram,kharif,1561.0,235.0,30.0,111.0,5.36
moong green gram,rabi,72.0,10.0,27.0,111.0,11.94
moth,kharif,2823.0,425.0,31.0,111.0,5.72
onion,kharif,86.0,12.0,16.0,111.0,8.84
onion,rabi,432.0,65.0,34.0,111.0,24.21
peas and beans  pulses,rabi,863.0,130.0,39.0,111.0,9.92
sannhamp,kharif,55.0,8.0,22.0,111.0,7.27
sesamum,kharif,4788.0,722.0,30.0,111.0,4.37
small millets,kharif,3928.0,592.0,39.0,111.0,4.66
sugarcane,kharif,22.0,3.0,18.0,111.0,15.0
turmeric,kharif,11.0,1.0,27.0,111.0,10.0
bajra,kharif,9.0,1.0,29.0,109.0,30.0
bajra,summer,12.0,1.0,40.0,109.0,30.0
cashewnut,kharif,144.0,21.0,37.0,109.0,3.61
cotton lint,summer,12.0,1.0,18.0,109.0,7.5
groundnut,rabi,323.0,48.0,16.0,109.0,20.99
groundnut,summer,37.0,5.0,25.0,109.0,24.86
moong green gram,rabi,37.0,5.0,31.0,109.0,5.95
moong green gram,summer,865.0,130.0,29.0,109.0,2.86
ragi,kharif,16.0,2.0,39.0,109.0,23.12
ragi,summer,17.0,2.0,20.0,109.0,18.24
rice,kharif,3559.0,536.0,17.0,109.0,32.7
rice,summer,3743.0,564.0,37.0,109.0,30.75
sesamum,rabi,7.0,1.0,16.0,109.0,7.14
sesamum,summer,103.0,15.0,17.0,109.0,10.87
urad,rabi,227.0,34.0,31.0,109.0,13.66
urad,summer,410.0,61.0,34.0,109.0,3.68
bajra,kharif,1519.0,219.0,38.0,70.0,25.12
barley,kharif,65.0,9.0,32.0,70.0,28.15
gram,rabi,44.0,6.0,30.0,70.0,14.09
jowar,kharif,3319.0,479.0,34.0,70.0,9.06
rice,kharif,6068.0,876.0,27.0,70.0,32.58
bajra,kharif,12.0,1.0,17.0,108.0,25.83
cashewnut,kharif,147.0,21.0,17.0,108.0,3.61
cotton lint,summer,67.0,9.0,34.0,108.0,7.46
groundnut,rabi,320.0,46.0,30.0,108.0,25.0
groundnut,summer,29.0,4.0,26.0,108.0,18.62
moong green gram,rabi,37.0,5.0,29.0,108.0,5.14
moong green gram,summer,590.0,85.0,32.0,108.0,4.0
ragi,kharif,19.0,2.0,26.0,108.0,18.95
ragi,summer,21.0,3.0,36.0,108.0,18.57
rice,kharif,3671.0,530.0,33.0,108.0,32.94
rice,rabi,8382.0,1211.0,19.0,108.0,29.51
rice,summer,3769.0,544.0,23.0,108.0,34.4
sesamum,kharif,11.0,1.0,38.0,108.0,7.27
sesamum,summer,177.0,25.0,18.0,108.0,8.25
urad,rabi,132.0,19.0,27.0,108.0,10.45
urad,summer,476.0,68.0,30.0,108.0,2.69
bajra,kharif,1520.0,229.0,36.0,41.0,25.11
barley,kharif,64.0,9.0,27.0,41.0,29.06
gram,rabi,41.0,6.0,23.0,41.0,13.17
jowar,kharif,3242.0,489.0,26.0,41.0,9.06
rice,kharif,6035.0,911.0,30.0,41.0,28.61
barley,kharif,27.0,4.0,40.0,127.0,3.7
dry chillies,kharif,623.0,94.0,32.0,127.0,5.57
ginger,kharif,21.0,3.0,20.0,127.0,14.29
masoor,kharif,16.0,2.0,24.0,127.0,5.0
moong green gram,kharif,1583.0,238.0,37.0,127.0,1.8
onion,kharif,110.0,16.0,15.0,127.0,9.0
peas and beans  pulses,kharif,48.0,7.0,37.0,127.0,4.38
rapeseed andmustard,kharif,21.0,3.0,27.0,127.0,17.62
sannhamp,kharif,30.0,4.0,19.0,127.0,6.33
sesamum,kharif,3804.0,574.0,17.0,127.0,4.12
sugarcane,kharif,1305.0,197.0,26.0,127.0,15.0
turmeric,kharif,12.0,1.0,32.0,127.0,10.0
cashewnut,kharif,144.0,21.0,40.0,133.0,3.06
cotton lint,summer,94.0,14.0,21.0,133.0,19.15
dry chillies,kharif,20.0,3.0,31.0,133.0,9.0
groundnut,kharif,8.0,1.0,26.0,133.0,30.0
groundnut,rabi,335.0,50.0,33.0,133.0,30.0
groundnut,summer,16.0,2.0,24.0,133.0,18.75
moong green gram,rabi,56.0,8.0,26.0,133.0,7.5
moong green gram,summer,1023.0,154.0,29.0,133.0,3.86
ragi,kharif,12.0,1.0,24.0,133.0,23.33
ragi,summer,32.0,4.0,17.0,133.0,18.12
rice,kharif,3643.0,549.0,23.0,133.0,32.45
rice,summer,4005.0,604.0,30.0,133.0,36.25
sesamum,rabi,12.0,1.0,29.0,133.0,7.5
sesamum,summer,125.0,18.0,28.0,133.0,8.24
urad,kharif,9.0,1.0,35.0,133.0,7.78
urad,rabi,171.0,25.0,24.0,133.0,10.18
urad,summer,592.0,89.0,28.0,133.0,3.56
bajra,kharif,1482.0,234.0,28.0,75.0,21.97
barley,kharif,62.0,9.0,15.0,75.0,29.19
gram,rabi,25.0,3.0,33.0,75.0,21.2
jowar,kharif,3161.0,499.0,25.0,75.0,9.6
maize,kharif,34.0,5.0,38.0,75.0,51.18
rice,kharif,5884.0,929.0,28.0,75.0,28.61
bajra,rabi,187.0,29.0,18.0,157.0,2.99
barley,kharif,127.0,20.0,35.0,157.0,3.54
barley,rabi,6533.0,1031.0,36.0,157.0,6.27
cowpea lobia,kharif,254.0,40.0,33.0,157.0,2.01
cowpea lobia,rabi,193.0,30.0,30.0,157.0,5.49
dry chillies,kharif,567.0,89.0,16.0,157.0,8.55
garlic,rabi,859.0,135.0,29.0,157.0,8.3
ginger,kharif,9.0,1.0,33.0,157.0,22.22
horse-gram,kharif,192.0,30.0,34.0,157.0,3.49
linseed,rabi,168.0,26.0,35.0,157.0,2.38
moong green gram,kharif,345.0,54.0,24.0,157.0,4.29
moth,kharif,1071.0,169.0,37.0,157.0,7.34
onion,kharif,42.0,6.0,15.0,157.0,5.24
onion,rabi,405.0,63.0,37.0,157.0,23.73
peas and beans  pulses,kharif,253.0,39.0,20.0,157.0,42.25
peas and beans  pulses,rabi,1942.0,306.0,29.0,157.0,7.33
sesamum,kharif,3739.0,590.0,38.0,157.0,4.1
small millets,kharif,3315.0,523.0,15.0,157.0,4.84
small millets,rabi,107.0,16.0,35.0,157.0,7.48
sugarcane,kharif,193.0,30.0,20.0,157.0,15.03
turmeric,kharif,9.0,1.0,26.0,157.0,10.0
urad,kharif,6457.0,1019.0,19.0,157.0,3.38
urad,rabi,18.0,2.0,40.0,157.0,5.0
bajra,kharif,1487.0,227.0,26.0,74.0,22.04
barley,kharif,68.0,10.0,24.0,74.0,27.06
gram,rabi,25.0,3.0,19.0,74.0,21.2
jowar,kharif,3193.0,489.0,23.0,74.0,9.6
maize,kharif,34.0,5.0,26.0,74.0,51.18
rice,kharif,5973.0,915.0,22.0,74.0,28.9
bajra,rabi,139.0,21.0,17.0,90.0,3.31
barley,kharif,189.0,28.0,17.0,90.0,3.54
barley,rabi,6571.0,1007.0,33.0,90.0,6.4
cowpea lobia,kharif,256.0,39.0,30.0,90.0,1.99
cowpea lobia,rabi,162.0,24.0,17.0,90.0,5.56
dry chillies,kharif,646.0,98.0,38.0,90.0,8.22
garlic,rabi,745.0,114.0,21.0,90.0,8.19
ginger,kharif,23.0,3.0,21.0,90.0,20.43
horse-gram,kharif,798.0,122.0,27.0,90.0,3.51
linseed,rabi,122.0,18.0,32.0,90.0,3.77
moong green gram,kharif,806.0,123.0,21.0,90.0,5.72
moth,kharif,1111.0,170.0,40.0,90.0,7.26
onion,kharif,16.0,2.0,34.0,90.0,5.0
onion,rabi,612.0,93.0,18.0,90.0,23.82
peas and beans  pulses,kharif,210.0,32.0,39.0,90.0,48.1
peas and beans  pulses,rabi,1579.0,241.0,38.0,90.0,7.5
sannhamp,kharif,25.0,3.0,35.0,90.0,8.8
sesamum,kharif,5747.0,880.0,20.0,90.0,4.34
small millets,kharif,3382.0,518.0,34.0,90.0,4.88
small millets,rabi,74.0,11.0,22.0,90.0,6.89
sugarcane,kharif,45.0,6.0,21.0,90.0,15.11
turmeric,kharif,14.0,2.0,17.0,90.0,10.0
bajra,kharif,1502.0,236.0,39.0,53.0,21.68
barley,kharif,70.0,11.0,34.0,53.0,25.86
gram,rabi,25.0,3.0,18.0,53.0,4.0
jowar,kharif,3201.0,503.0,36.0,53.0,9.48
maize,kharif,36.0,5.0,31.0,53.0,48.33
rice,kharif,5854.0,921.0,32.0,53.0,28.76
bajra,rabi,167.0,26.0,38.0,127.0,2.51
barley,kharif,93.0,14.0,27.0,127.0,3.55
barley,rabi,5664.0,891.0,37.0,127.0,5.83
dry chillies,kharif,664.0,104.0,21.0,127.0,8.39
dry chillies,rabi,12.0,1.0,17.0,127.0,8.33
garlic,rabi,679.0,106.0,34.0,127.0,8.14
ginger,kharif,25.0,3.0,16.0,127.0,20.4
gram,kharif,23.0,3.0,37.0,127.0,2.17
horse-gram,kharif,1106.0,174.0,18.0,127.0,4.28
horse-gram,rabi,45.0,7.0,33.0,127.0,4.0
jowar,kharif,63.0,9.0,24.0,127.0,6.03
linseed,rabi,62.0,9.0,25.0,127.0,5.16
masoor,kharif,210.0,33.0,20.0,127.0,5.52
masoor,rabi,15.0,2.0,31.0,127.0,6.67
moong green gram,kharif,614.0,96.0,27.0,127.0,3.86
moth,kharif,1119.0,176.0,17.0,127.0,7.44
onion,kharif,57.0,8.0,21.0,127.0,5.09
onion,rabi,552.0,86.0,19.0,127.0,23.91
peas and beans  pulses,kharif,240.0,37.0,25.0,127.0,48.92
peas and beans  pulses,rabi,1683.0,264.0,19.0,127.0,7.68
ragi,kharif,238.0,37.0,19.0,127.0,5.29
sannhamp,kharif,35.0,5.0,20.0,127.0,9.14
sesamum,kharif,4326.0,681.0,29.0,127.0,4.07
small millets,kharif,3681.0,579.0,23.0,127.0,4.89
turmeric,kharif,9.0,1.0,26.0,127.0,10.0
urad,rabi,64.0,10.0,39.0,127.0,5.94
bajra,kharif,1478.0,239.0,16.0,67.0,21.98
barley,kharif,59.0,9.0,40.0,67.0,29.15
jowar,kharif,3155.0,511.0,26.0,67.0,9.61
maize,kharif,20.0,3.0,23.0,67.0,51.0
rice,kharif,5848.0,948.0,22.0,67.0,28.77
bajra,rabi,4566.0,740.0,34.0,101.0,3.97
barley,kharif,441.0,71.0,23.0,101.0,3.51
barley,rabi,6598.0,1070.0,36.0,101.0,6.69
dry chillies,kharif,672.0,108.0,36.0,101.0,8.02
garlic,rabi,675.0,109.0,36.0,101.0,8.09
ginger,kharif,27.0,4.0,29.0,101.0,20.0
horse-gram,kharif,777.0,126.0,28.0,101.0,4.3
horse-gram,rabi,8.0,1.0,33.0,101.0,12.5
linseed,rabi,151.0,24.0,39.0,101.0,11.19
masoor,kharif,210.0,34.0,39.0,101.0,5.52
masoor,rabi,194.0,31.0,25.0,101.0,9.02
moong green gram,kharif,381.0,61.0,24.0,101.0,4.36
moth,kharif,1124.0,182.0,22.0,101.0,7.31
onion,kharif,17.0,2.0,32.0,101.0,5.29
onion,rabi,550.0,89.0,30.0,101.0,23.84
peas and beans  pulses,kharif,330.0,53.0,22.0,101.0,42.94
peas and beans  pulses,rabi,1712.0,277.0,27.0,101.0,7.87
ragi,kharif,159.0,25.0,40.0,101.0,5.28
ragi,rabi,4056.0,657.0,24.0,101.0,7.36
sesamum,kharif,4422.0,717.0,37.0,101.0,4.09
small millets,kharif,1474.0,239.0,26.0,101.0,4.61
small millets,rabi,30.0,4.0,30.0,101.0,7.33
turmeric,kharif,11.0,1.0,37.0,101.0,10.0
bajra,kharif,1475.0,253.0,39.0,54.0,33.04
barley,kharif,60.0,10.0,16.0,54.0,30.0
jowar,kharif,3150.0,541.0,28.0,54.0,10.0
maize,kharif,20.0,3.0,19.0,54.0,51.0
rapeseed andmustard,rabi,3250.0,558.0,18.0,54.0,25.0
rice,kharif,5848.0,1004.0,26.0,54.0,30.06
bajra,rabi,123.0,21.0,32.0,132.0,2.93
barley,kharif,933.0,160.0,37.0,132.0,3.54
barley,rabi,6495.0,1115.0,21.0,132.0,6.4
dry chillies,kharif,678.0,116.0,36.0,132.0,8.08
dry chillies,rabi,12.0,2.0,22.0,132.0,7.5
garlic,rabi,662.0,113.0,25.0,132.0,8.08
ginger,kharif,19.0,3.0,24.0,132.0,19.47
gram,kharif,9.0,1.0,24.0,132.0,3.33
horse-gram,kharif,631.0,108.0,38.0,132.0,3.5
horse-gram,rabi,20.0,3.0,24.0,132.0,4.0
linseed,rabi,125.0,21.0,28.0,132.0,12.08
masoor,kharif,213.0,36.0,38.0,132.0,5.73
masoor,rabi,166.0,28.0,16.0,132.0,9.04
moong green gram,kharif,308.0,52.0,19.0,132.0,4.32
moth,kharif,1169.0,200.0,33.0,132.0,7.32
onion,kharif,26.0,4.0,23.0,132.0,5.0
onion,rabi,561.0,96.0,22.0,132.0,23.92
